title;artist;year;views;url;lyric
Uptown Funk;Mark Ronson;2014;2222470.0;https://genius.com/Mark-Ronson-Uptown-Funk-lyrics;"This hit, that ice cold
Michelle Pfeiffer, that white gold
This one for them hood girls
Them good girls, straight masterpieces
Stylin', wilin', livin' it up in the city
Got Chucks on with Saint Laurent
Gotta kiss myself, I'm so pretty
I'm too hot (Hot damn)
(
Doh
)
Uh, call the police and the fireman
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
I'm too hot (Hot damn)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Make a dragon wanna retire, man
I'm too hot (Hot damn)
And my band 'bout that money,
break it down
Girls hit your hallelujah (Woo)
Girls hit your hallelujah (Woo)
Girls hit your hallelujah (Woo)
'Cause uptown funk gon' give it to you (Woo)
('Cause uptown funk gon' give it to you)
'Cause uptown funk gon' give it to you
Saturday night and we in the spot
Don't believe me, just watch, come on
Doh
Doh-doh-doh, doh-doh-doh, doh-doh
 (
Ya
)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Don't believe me, just watch, uh
Doh-doh-doh, doh-doh-doh, doh-doh
 (
Ya
)
(
Doh-doh-doh, doh-doh–
)
Don't believe me, just watch, uh
Don't believe me, just watch, uh
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh
Stop, wait a minute
Fill my cup, put some liquor in it
Take a sip, sign the check
Julio, get the stretch
Ride to Harlem, Hollywood, Jackson, Mississippi
If we show up, we gon' show out
Smoother than a fresh jar of Skippy
I'm too hot (Hot damn)
(
Doh
)
Call the police and the fireman
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
I'm too hot (Hot damn)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Make a dragon wanna retire, man
I'm too hot (Too hot, hot damn, hot damn)
Uh, and my band 'bout that money,
break it down
Girls hit your hallelujah (Woo)
Girls hit your hallelujah (Woo)
Girls hit your hallelujah (Woo)
'Cause uptown funk gon' give it to you (Woo)
('Cause uptown funk gon' give it to you)
'Cause uptown funk gon' give it to you
Saturday night and we in the spot
Don't believe me, just watch, come on
Doh
Doh-doh-doh, doh-doh-doh, doh-doh
 (
Ya
)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Don't believe me, just watch, uh
Doh-doh-doh, doh-doh-doh, doh-doh
 (
Ya
)
(
Doh-doh-doh, doh-doh–
)
Don't believe me, just watch, uh
Don't believe me, just watch, uh
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh
Before we leave
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Lemme tell y'all a lil' something
Uptown funk you up, uptown funk you up
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Uptown funk you up, uptown funk you up, uh
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
I said, uptown funk you up, uptown funk you up, uh
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Uptown funk you up, uptown funk you up, come on
(
Doh-doh-doh, doh-doh, doh, doh
)
Dance, jump on it
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
If you sexy, then flaunt it
If you freaky, then own it
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Don't brag about it, come show me, come on
Dance, jump on it
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
If you sexy, then flaunt it
Well, it's Saturday night and we in the spot
Don't believe me, just watch, come on
Doh
Doh-doh-doh, doh-doh-doh, doh-doh
 (
Ya
)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Don't believe me, just watch, uh
Doh-doh-doh, doh-doh-doh, doh-doh
 (
Ya
)
(
Doh-doh-doh, doh-doh–
)
Don't believe me, just watch, uh
Don't believe me, just watch, uh
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh
Uptown funk you up (Woo, come on)
(
Doh
)
Uptown funk you up (Hey, say what?)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Uptown funk you up (Hey)
(
Doh-doh-doh, doh
)
Uptown funk you up (Come on)
(
Doh
)
Uptown funk you up (Woo, come on)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Uptown funk you up (Hey, say what?)
Uptown funk you up (Hey)
Uptown funk you up (Come on)
(
Doh
)
Uptown funk you up (Woo, come on)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Uptown funk you up (Hey, say what?)
Uptown funk you up (Hey)
(
Doh-doh-doh, doh
)
Uptown funk you up (Come on)
(
Doh
)
Uptown funk you up (Ah)
(
Doh-doh-doh, doh-doh-doh, doh-doh
)
Uptown funk you up (Say what?)
Uptown funk you up
Aw, ow"
Beware;Big Sean;2013;2176862.0;https://genius.com/Big-Sean-Beware-lyrics;"Why you let these hoes tear what we had right apart?
Why you let these hoes tear what we had right apart?
I drank too much, please call me a cabby (Swerve)
addy
Then she text me like, ""Why you still talk to my mama?
You the reason I wasn't single in college
What, all because I had you?
Why you let these hoes tear what we had right apart?
I be screaming out, ""Ain't no woman like the one I got!""
But she be always worrying about the one I fucked
Why you let these hoes tear what we had right apart"
Design in Malice;Jedi Mind Tricks;2011;223756.0;https://genius.com/Jedi-Mind-Tricks-Design-in-Malice-lyrics;"Young, I'm down with Vinnie, give me six weeks
Whole clique of registered sex offenders
Niggas' money come in Roman numerals
I'm putting pressure on you kids like I'm a soccer mom
Who you think idea that it was to stop Saddam?
Who you think idea that was to drop the bomb?
You get your shit rocked ma like Mustafa song
The nine Taurus jam a little bit, the Glock is strong
I move brutal and use voodoo like Papa Shango
The backstage filled with liquor and a lot of traum'
'Cause it's been hard on Vinnie since my father gone
I'm about to blow the fucking horns like it was Rosh Hashanah
I speak literally, figuratively, the prophet gone
In any problem I'm the common denominator
You tell Jesus to take the wheel, my faith is nil"
Say So;Doja Cat;2019;1597373.0;https://genius.com/Doja-Cat-Say-So-lyrics;"Didn't even notice, no punches left to roll with
You ain't coming out your shell, you ain't really been yourself
Cause luckily, I'm good at reading
I wouldn't bug him, but he won't stop cheesin'
And we can dance all day around it
If you frontin', I'll be bouncing
Why you beating 'round the bush?
Say so"
YOASOBI - 夜に駆ける Yoru Ni Kakeru/Racing Into The Night English Translation;Genius English Translations;2019;;https://genius.com/Genius-English-Translations-YOASOBI-夜に駆ける-Yoru-Ni-KakeruRacing-Into-The-Night-English-Translation-lyrics;
Body;Summer Walker;2019;686298.0;https://genius.com/Summer-Walker-Body-lyrics;"We got London on da Track
I been all in my phone, I got options"
I.F.L.Y.;Bazzi;2019;326168.0;https://genius.com/Bazzi-IFLY-lyrics;"You 20, but intelligent
Now all them other bitches so irrelevant, ah-ah, yeah
Yes, I do, chillin' top floor with a penthouse view
But that don't mean a thing unless I'm next to you
'Cause money just money 'less I spend it on you
God made you a twin, but you the one I see
But shoutout to Elisha, that's my baby, yeah, yeah, yeah"
Amphetamine;Smino;2017;287120.0;https://genius.com/Smino-Amphetamine-lyrics;"[Chorus]
Moonlight disrupt the day
Been like this every night
Walking in stumbling
Fucked up some bread today
Though I said no no not this time
Cycles on cycles
It's like an amphetamine
How it marinate on my mind
Stuck on me, yah
Got no doubt I'll be alright
If I just make it through the night
Pass me the amphetamine
Right now can't focus on anything
Why they take lil' bro instead of me?
I hurt when you hurt, we was siamese
when I found out what that cheddar mean
Rats'll bite holes through the wall to get close
Watch for their trail, man they always be close
I'm a Back-a-wood roller, really a smoker
This louder than when you drive on the shoulder
Stomp on the gas 'til I'm blowin' the motor
Can't 'ford to sit with my thoughts or it's over
Really but luckily, I got a real one, she fuck wit me
Shawty, she yellow, yeah keep me on my toes, stay mellow
She deserve a fucking ring
I'm off the sedatives
Amphetamine
I don't know where I'm headed
Don't know where I'm headed
Sedatives
Amphetamine
Moonlight disrupt the day
Been like this every night
Walking in stumbling
Fucked up some bread today
Though I said no no not this time
Cycles on cycles
It's like an amphetamine
How it marinate on my mind
Stuck on me, yah
Got no doubt I'll be alright
If I just make it through the night
Moonlight disrupt the day
Been like this every night
Walking in stumbling
Fucked up some bread today
Though I said no no not this time
Cycles on cycles
It's like an amphetamine
How it marinate on my mind
Stuck on me, yah
Got no doubt I'll be alright
If I just make it through the night
Amphetamine
Amphetamine
God damn, Phoe'
Swn, swn, swn, swn, swn
The culture vultures flock in every sense of the word
My nose can sniff the shit out but I'm never deterred
Never be scurred, scored through the downs, first and third
Grandaddy spittin, ain't nothing new bout the system
'Cause how they do me they did him
Appropriating the fellas, sucking the fruit from my elders
Don't give a Chuck bout no Berry, they rather listen to Elvis
Woah, mama, a
I'm grand like abuela, uh
ore hands than Coachella, uh
Shawty cold as December
I still fold her, no Manila
B-b-b-bear wit me, baby
smoke the lettuce
Free all my dogs, fuck Cruella
vanilla
Chocolate interior, that's a bellyache
I done went Murda Mike, on the may-a-ooo, uh
I want the queso,
she might do the Fabo
Send that RIP, out yeah, and that shit for Shawty Lo
Back when I was broke I had to pour that Bacardi slow
Now I'm on the board, niggas salty like margaritas, ooh
Earn a million dollars just to owe it to some imbeciles
Cunning linguistics, punishing puns
Pumping the petrol, gas in my lungs
Up in the cabinet
Imagine a baby reaching his hands up to grab it
A pipe done busted in heaven
And got to leaking out blessings
Reaching my hands up to grab it
Re'in my bands up, uh, uh
Sunny metropolis, overzealous as telefone
Copper all on my dash, and he ticket that lady optimist
Said I'm moving too fast, slow down, slow down
Opened up for Lauryn Hill, woah now, woah now, woah now
Everything is everything and the object steady mystified
My allegories underneath the rock will only fear resides
I bet I'm gon' find it, I know I'm gon' find it
gift of gab
Thank you Jesus, whoever you are
Thank you Jesus, whoever you are"
Unravel Tokyo Ghoul OP 1;KY0UMI;2014;316990.0;https://genius.com/KY0UMI-Unravel-Tokyo-Ghoul-OP-1-lyrics;Well
@ MEH AT MEH;Playboi Carti;2020;569836.0;https://genius.com/Playboi-Carti-MEH-AT-MEH-lyrics;"Just talk shit
Them pussy niggas ain't 'bout that shit (Yeah, yeah)
Them pussy niggas ain't 'bout that
Okay, okay
[Chorus]
Pussy-ass nigga just talk shit
Pussy-ass nigga just talk shit (Yeah, okay)
Them pussy niggas ain't 'bout that shit (Check it out, check it out)
Them pussy niggas ain't 'bout that shit, yeah (Yeah)
I ride with the chopper, the stick, yeah (Chopper, the stick, yeah)
I got niggas in Riverdale (Okay)
The chopper go 'round like a Ferris wheel (Chopper, yeah)
I'm really 'bout that shit, we eat at the police (Pop out, yeah)
I'm really 'bout this shit, we eat at the police (Yeah, pop out, yeah)
Pussy-ass nigga just talk shit (Okay)
Pussy-ass nigga just talk shit (Talkin' 'bout)
Them pussy niggas ain't 'bout that shit
Them pussy niggas ain't 'bout that shit (Chopper, the stick)
Pussy-ass nigga just talk shit
Pussy-ass nigga just talk shit
Them pussy niggas ain't 'bout that shit (Talk 'bout)
Them pussy niggas ain't 'bout that shit (Talk 'bout, yeah)
Them pussy niggas ain't 'bout that shit (Talk 'bout, talk 'bout, talk 'bout)
We already know he ain't 'bout that shit (Talk 'bout, yeah)
I already know he ain't 'bout that shit (Talk 'bout, yeah)
Pussy-ass nigga just talk shit
Pussy-ass nigga just talk shit
Them pussy niggas ain't 'bout that shit
Them pussy niggas ain't 'bout that shit
Pussy-ass nigga just talk shit (Yeah, yeah)
Pussy-ass nigga just talk shit (Yeah, yeah)
Them pussy niggas ain't 'bout that shit
Them pussy niggas ain't 'bout that shit, yeah"
Why She Disappeared Poem;Taylor Swift;2017;524445.0;https://genius.com/Taylor-Swift-Why-She-Disappeared-Poem-lyrics;"When she fell, she fell apart.
Cracked her bones on the pavement she once decorated
as a child with sidewalk chalk
When she crashed, her clothes disintegrated and blew away
with the winds that took all of her fair-weather friends
""Whatever you say, it is not right.""
""Whatever you do, it is not enough.""
""Your kindness is fake.""
""Your pain is manipulative.""
Wary of phone calls and promises,
Charmers, dandies and get-love-quick-schemes
Said a prayer of gratitude for each chink in the armor
she never knew she needed
Standing broad-shouldered next to her
was a love that was really something,
not just the idea of something.
""without your past,
you could never have arrived-
so wondrously and brutally,
By design or some violent, exquisite happenstance
...here.""
And in the death of her reputation,
She felt truly alive."
Bank Account;Lil Wayne;2017;243168.0;https://genius.com/Lil-Wayne-Bank-Account-lyrics;"25 million on a nice big ol' mansion
When you walk in you see the art and gold Grammys
That exorcist told me my wifey possessive
Adderall just so we can go restless
Now ride me like an open road, no pedestrian
You bought a car for the bitch
I buy the narcs for the bitch
You buy apartments and shit
It's nice, I just walked in this bitch
You always startin' some shit
That should come off of the bench
Shout out my homies I miss
Nino and Tony and Mitch
She wan' come snort all this shit
She wan' go hard with a bitch
She know what happens today
She know we always forget
And she just posted the shit
And he just saw his lil bitch
Tell him I want him to trip
Tell him my guns gettin' skinny
Tell him they're starvin' for this
My hair is a minute too long
My bitch look like Vivica-Berry
Your bitch look like Rosetta Stone
I made my bitch go get a clone
Fuck 'em together and then on they own
When they catch feelings, I’m gone
I'm whippin' the Winnie the Coupe
I'm drivin' and sippin' the soup
The shit made me drift in the coupe
As long as I get to the stu'
Ruler clip, Rick the Ruler slick
Make you eat your words, make you chew your shit
Then we knockin' out every tooth you pick
Wait, I just popped a Perc, another for dessert
I washed it down with syrup
I just left planet Earth, ran into Captain Kirk
I pop a Perc, I'm trippy, call me Perc Nowitzki
Just call her Lewinsky;
She taller, but it's fine, together we 6-9
It cost me a arm and a dick
I'm way on Mars with the bitch
She fuckin' with Martians and shit
And yeah, your bitch gettin' trippy with me
Want a quickie with me
Say she wish that I had Nicki with me
Say she'd lick her with me
I got 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 bank accounts
Plus a main account, with insane amounts
That's somethin' to think about
That exorcist told me my wifey possessive
Adderall just so we can go restless"
